Scenario_ID,Site_Size,Soil_Type,SBC,Color,N_Value,GW_Depth,Col_Load,Settlement_mm,Seismic_Base_Shear_kN,Hydrostatic_kPa,Concrete_m3,Steel_kg,Excavation_m3,Total_Project_Cost_INR,Found_Type,Slab_Thickness_mm
0,619x629,Murum,250,#d35400,25,7.1082970384559,1175,0.52,2400.0,28.37,871.42,69713.7,1621.42,11668151.29,Standard Slab,580.9475019311126
0,619x629,Murum,250,#d35400,25,5.071364136224775,980,0.52,2400.0,48.35,871.42,69713.7,1621.42,11668151.29,Standard Slab,580.9475019311126
0,619x629,Hard Rock,600,#7f8c8d,60,4.284351835898478,1056,0.37,2400.0,56.07,464.76,37180.64,1214.76,6381529.02,Isolated Pad,309.83866769659335
0,619x629,Hard Rock,600,#7f8c8d,60,5.206285351035479,801,0.37,2400.0,47.03,464.76,37180.64,1214.76,6381529.02,Isolated Pad,309.83866769659335
0,619x629,Hard Rock,600,#7f8c8d,60,7.069083502279555,1292,0.37,2400.0,28.75,464.76,37180.64,1214.76,6381529.02,Isolated Pad,309.83866769659335
0,619x629,Black Cotton,80,#2c3e50,8,2.309913071526931,1518,0.5,2400.0,75.44,1278.08,102246.76,2028.08,16962363.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,6.998831865238137,805,0.5,2400.0,29.44,1278.08,102246.76,2028.08,16962363.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,2.907041815390494,1590,0.5,2400.0,69.58,1278.08,102246.76,2028.08,16962363.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,1.680920122657612,1094,0.5,2400.0,81.61,1278.08,102246.76,2028.08,16962363.56,Raft Slab,852.0563361656317
0,619x629,Anomaly Pocket,550,#c0392b,55,6.763289386180395,1361,2.27,2400.0,31.75,464.76,37180.64,1214.76,6389119.02,Isolated Pad,309.83866769659335
0,619x629,Anomaly Pocket,75,#c0392b,7,4.0056189939663085,1568,0.31,2400.0,58.8,1278.08,102246.76,2028.08,16962363.56,Raft Slab,852.0563361656317
0,619x629,Hard Rock,600,#7f8c8d,60,1.6849286712884433,1375,0.37,2400.0,81.57,464.76,37180.64,1214.76,6389119.02,Isolated Pad,309.83866769659335
0,619x629,Hard Rock,600,#7f8c8d,60,4.928725707450673,1405,0.37,2400.0,49.75,464.76,37180.64,1214.76,6389119.02,Isolated Pad,309.83866769659335
0,619x629,Black Cotton,80,#2c3e50,8,3.678735726954136,1496,0.5,2400.0,62.01,1278.08,102246.76,2028.08,16969953.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,2.8874212390815774,1113,0.5,2400.0,69.77,1278.08,102246.76,2028.08,16969953.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,7.822922706349402,1057,0.5,2400.0,21.36,1278.08,102246.76,2028.08,16969953.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,6.537279938512908,1054,0.5,2400.0,33.97,1278.08,102246.76,2028.08,16969953.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,4.10542574035565,1274,0.5,2400.0,57.83,1278.08,102246.76,2028.08,16969953.56,Raft Slab,852.0563361656317
0,619x629,Hard Rock,600,#7f8c8d,60,7.228794183273641,1531,0.37,2400.0,27.19,464.76,37180.64,1214.76,6396709.02,Isolated Pad,309.83866769659335
0,619x629,Hard Rock,600,#7f8c8d,60,2.5566151606480365,1290,0.37,2400.0,73.02,464.76,37180.64,1214.76,6396709.02,Isolated Pad,309.83866769659335
0,619x629,Anomaly Pocket,550,#c0392b,55,1.7402262743337968,998,2.27,2400.0,81.03,464.76,37180.64,1214.76,6396709.02,Isolated Pad,309.83866769659335
0,619x629,Black Cotton,80,#2c3e50,8,5.616524771433301,1191,0.5,2400.0,43.0,1278.08,102246.76,2028.08,16977543.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,1.872347356097018,1051,0.5,2400.0,79.73,1278.08,102246.76,2028.08,16977543.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,4.448189159928118,825,0.5,2400.0,54.46,1278.08,102246.76,2028.08,16977543.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,3.872245428708702,1182,0.5,2400.0,60.11,1278.08,102246.76,2028.08,16977543.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,5.200602559623944,898,0.5,2400.0,47.08,1278.08,102246.76,2028.08,16977543.56,Raft Slab,852.0563361656317
0,619x629,Hard Rock,600,#7f8c8d,60,3.0192192981023855,1012,0.37,2400.0,68.48,464.76,37180.64,1214.76,6404299.02,Isolated Pad,309.83866769659335
0,619x629,Hard Rock,600,#7f8c8d,60,6.72409915022716,1048,0.37,2400.0,32.14,464.76,37180.64,1214.76,6404299.02,Isolated Pad,309.83866769659335
0,619x629,Hard Rock,600,#7f8c8d,60,7.222616902931594,1453,0.37,2400.0,27.25,464.76,37180.64,1214.76,6404299.02,Isolated Pad,309.83866769659335
0,619x629,Black Cotton,80,#2c3e50,8,2.5168583295581066,1583,0.5,2400.0,73.41,1278.08,102246.76,2028.08,16985133.56,Raft Slab,852.0563361656317
0,619x629,Anomaly Pocket,550,#c0392b,55,5.0605328283265845,1374,2.27,2400.0,48.46,464.76,37180.64,1214.76,6411889.02,Isolated Pad,309.83866769659335
0,619x629,Black Cotton,80,#2c3e50,8,7.241449569527665,1516,0.5,2400.0,27.06,1278.08,102246.76,2028.08,16985133.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,2.4479588524567664,1047,0.5,2400.0,74.09,1278.08,102246.76,2028.08,16985133.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,2.1240764795410376,1157,0.5,2400.0,77.26,1278.08,102246.76,2028.08,16985133.56,Raft Slab,852.0563361656317
0,619x629,Hard Rock,600,#7f8c8d,60,6.723118034405425,838,0.37,2400.0,32.15,464.76,37180.64,1214.76,6411889.02,Isolated Pad,309.83866769659335
0,619x629,Hard Rock,600,#7f8c8d,60,7.924810403605272,1355,0.37,2400.0,20.36,464.76,37180.64,1214.76,6411889.02,Isolated Pad,309.83866769659335
0,619x629,Hard Rock,600,#7f8c8d,60,5.896915905651143,1449,0.37,2400.0,40.25,464.76,37180.64,1214.76,6411889.02,Isolated Pad,309.83866769659335
0,619x629,Black Cotton,80,#2c3e50,8,6.2806146127173434,1172,0.5,2400.0,36.49,1278.08,102246.76,2028.08,16992723.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,1.7360112905749718,1486,0.5,2400.0,81.07,1278.08,102246.76,2028.08,16992723.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,4.573882660155764,992,0.5,2400.0,53.23,1278.08,102246.76,2028.08,16992723.56,Raft Slab,852.0563361656317
0,619x629,Black Cotton,80,#2c3e50,8,5.874274369651606,1288,0.5,2400.0,40.47,1278.08,102246.76,2028.08,16992723.56,Raft Slab,852.0563361656317
0,619x629,Anomaly Pocket,550,#c0392b,55,5.663662274036366,1381,2.27,2400.0,42.54,464.76,37180.64,1214.76,6419479.02,Isolated Pad,309.83866769659335
0,619x629,Anomaly Pocket,75,#c0392b,7,2.7917169621374804,1597,0.31,2400.0,70.71,1278.08,102246.76,2028.08,16992723.56,Raft Slab,852.0563361656317
0,619x629,Hard Rock,600,#7f8c8d,60,2.9285645104262623,1445,0.37,2400.0,69.37,464.76,37180.64,1214.76,6419479.02,Isolated Pad,309.83866769659335
0,619x629,Hard Rock,600,#7f8c8d,60,5.339091425376509,1434,0.37,2400.0,45.72,464.76,37180.64,1214.76,6419479.02,Isolated Pad,309.83866769659335
1,303x720,Murum,250,#d35400,25,7.736514336164565,1585,0.52,2400.0,22.2,871.42,69713.7,1621.42,11630201.29,Standard Slab,580.9475019311126
1,303x720,Anomaly Pocket,550,#c0392b,55,1.8291161086997576,960,2.27,2400.0,80.16,464.76,37180.64,1214.76,6343579.02,Isolated Pad,309.83866769659335
1,303x720,Anomaly Pocket,550,#c0392b,55,2.203187755845393,817,2.27,2400.0,76.49,464.76,37180.64,1214.76,6343579.02,Isolated Pad,309.83866769659335
1,303x720,Murum,250,#d35400,25,3.7905207296480787,984,0.52,2400.0,60.91,871.42,69713.7,1621.42,11630201.29,Standard Slab,580.9475019311126
1,303x720,Murum,250,#d35400,25,7.202455986783978,1470,0.52,2400.0,27.44,871.42,69713.7,1621.42,11637791.29,Standard Slab,580.9475019311126
1,303x720,Anomaly Pocket,75,#c0392b,7,3.5065718572779505,1473,0.31,2400.0,63.7,1278.08,102246.76,2028.08,16924413.56,Raft Slab,852.0563361656317
1,303x720,Anomaly Pocket,550,#c0392b,55,7.522868251441319,985,2.27,2400.0,24.3,464.76,37180.64,1214.76,6351169.02,Isolated Pad,309.83866769659335
1,303x720,Murum,250,#d35400,25,2.8015505375392764,1292,0.52,2400.0,70.62,871.42,69713.7,1621.42,11637791.29,Standard Slab,580.9475019311126
1,303x720,Murum,250,#d35400,25,3.9782803002243945,881,0.52,2400.0,59.07,871.42,69713.7,1621.42,11645381.29,Standard Slab,580.9475019311126
1,303x720,Murum,250,#d35400,25,5.461878273582796,1048,0.52,2400.0,44.52,871.42,69713.7,1621.42,11645381.29,Standard Slab,580.9475019311126
1,303x720,Murum,250,#d35400,25,1.7053504569646216,877,0.52,2400.0,81.37,871.42,69713.7,1621.42,11645381.29,Standard Slab,580.9475019311126
1,303x720,Murum,250,#d35400,25,7.394033270718798,1544,0.52,2400.0,25.56,871.42,69713.7,1621.42,11645381.29,Standard Slab,580.9475019311126
1,303x720,Murum,250,#d35400,25,3.4009012340110067,1417,0.52,2400.0,64.74,871.42,69713.7,1621.42,11652971.29,Standard Slab,580.9475019311126
1,303x720,Murum,250,#d35400,25,1.6230848783635876,1539,0.52,2400.0,82.18,871.42,69713.7,1621.42,11652971.29,Standard Slab,580.9475019311126
1,303x720,Murum,250,#d35400,25,5.952787695205761,1181,0.52,2400.0,39.7,871.42,69713.7,1621.42,11652971.29,Standard Slab,580.9475019311126
1,303x720,Murum,250,#d35400,25,6.4594215065310205,988,0.52,2400.0,34.73,871.42,69713.7,1621.42,11652971.29,Standard Slab,580.9475019311126
1,303x720,Murum,250,#d35400,25,6.545656512821713,1179,0.52,2400.0,33.89,871.42,69713.7,1621.42,11660561.29,Standard Slab,580.9475019311126
1,303x720,Murum,250,#d35400,25,6.7232382313115675,1306,0.52,2400.0,32.15,871.42,69713.7,1621.42,11660561.29,Standard Slab,580.9475019311126
1,303x720,Murum,250,#d35400,25,5.852018224685035,1080,0.52,2400.0,40.69,871.42,69713.7,1621.42,11660561.29,Standard Slab,580.9475019311126
1,303x720,Murum,250,#d35400,25,7.296167633529114,878,0.52,2400.0,26.52,871.42,69713.7,1621.42,11660561.29,Standard Slab,580.9475019311126
1,303x720,Murum,250,#d35400,25,5.757386443165126,997,0.52,2400.0,41.62,871.42,69713.7,1621.42,11668151.29,Standard Slab,580.9475019311126
1,303x720,Murum,250,#d35400,25,7.675707327399758,1433,0.52,2400.0,22.8,871.42,69713.7,1621.42,11668151.29,Standard Slab,580.9475019311126
1,303x720,Anomaly Pocket,75,#c0392b,7,7.14222587348376,1313,0.31,2400.0,28.03,1278.08,102246.76,2028.08,16954773.56,Raft Slab,852.0563361656317
1,303x720,Murum,250,#d35400,25,7.326139864491834,1408,0.52,2400.0,26.23,871.42,69713.7,1621.42,11668151.29,Standard Slab,580.9475019311126
1,303x720,Black Cotton,80,#2c3e50,8,2.890538806705547,886,0.5,2400.0,69.74,1278.08,102246.76,2028.08,16962363.56,Raft Slab,852.0563361656317
1,303x720,Black Cotton,80,#2c3e50,8,1.8224822458074248,854,0.5,2400.0,80.22,1278.08,102246.76,2028.08,16962363.56,Raft Slab,852.0563361656317
1,303x720,Black Cotton,80,#2c3e50,8,2.119420228706386,1095,0.5,2400.0,77.31,1278.08,102246.76,2028.08,16962363.56,Raft Slab,852.0563361656317
1,303x720,Anomaly Pocket,75,#c0392b,7,3.7590196719611146,905,0.31,2400.0,61.22,1278.08,102246.76,2028.08,16962363.56,Raft Slab,852.0563361656317
1,303x720,Anomaly Pocket,550,#c0392b,55,3.7336455455941273,1568,2.27,2400.0,61.47,464.76,37180.64,1214.76,6396709.02,Isolated Pad,309.83866769659335
1,303x720,Black Cotton,80,#2c3e50,8,3.10346857734518,1238,0.5,2400.0,67.65,1278.08,102246.76,2028.08,16969953.56,Raft Slab,852.0563361656317
1,303x720,Black Cotton,80,#2c3e50,8,2.0283716830442664,810,0.5,2400.0,78.2,1278.08,102246.76,2028.08,16969953.56,Raft Slab,852.0563361656317
1,303x720,Black Cotton,80,#2c3e50,8,4.809859666327829,1245,0.5,2400.0,50.92,1278.08,102246.76,2028.08,16969953.56,Raft Slab,852.0563361656317
1,303x720,Black Cotton,80,#2c3e50,8,6.829045277322458,1194,0.5,2400.0,31.11,1278.08,102246.76,2028.08,16977543.56,Raft Slab,852.0563361656317
1,303x720,Anomaly Pocket,550,#c0392b,55,7.231998364665039,1441,2.27,2400.0,27.15,464.76,37180.64,1214.76,6404299.02,Isolated Pad,309.83866769659335
1,303x720,Black Cotton,80,#2c3e50,8,4.962205062365891,1391,0.5,2400.0,49.42,1278.08,102246.76,2028.08,16977543.56,Raft Slab,852.0563361656317
1,303x720,Black Cotton,80,#2c3e50,8,5.2504912280064895,847,0.5,2400.0,46.59,1278.08,102246.76,2028.08,16977543.56,Raft Slab,852.0563361656317
1,303x720,Black Cotton,80,#2c3e50,8,2.6377889863283026,1549,0.5,2400.0,72.22,1278.08,102246.76,2028.08,16985133.56,Raft Slab,852.0563361656317
1,303x720,Black Cotton,80,#2c3e50,8,6.774745531660685,1267,0.5,2400.0,31.64,1278.08,102246.76,2028.08,16985133.56,Raft Slab,852.0563361656317
1,303x720,Anomaly Pocket,75,#c0392b,7,7.680870107494365,1508,0.31,2400.0,22.75,1278.08,102246.76,2028.08,16985133.56,Raft Slab,852.0563361656317
1,303x720,Anomaly Pocket,550,#c0392b,55,3.372291738609262,1022,2.27,2400.0,65.02,464.76,37180.64,1214.76,6411889.02,Isolated Pad,309.83866769659335
1,303x720,Black Cotton,80,#2c3e50,8,4.428124907159711,1129,0.5,2400.0,54.66,1278.08,102246.76,2028.08,16992723.56,Raft Slab,852.0563361656317
1,303x720,Black Cotton,80,#2c3e50,8,7.513767380820404,1200,0.5,2400.0,24.39,1278.08,102246.76,2028.08,16992723.56,Raft Slab,852.0563361656317
1,303x720,Black Cotton,80,#2c3e50,8,3.7223172676083545,862,0.5,2400.0,61.58,1278.08,102246.76,2028.08,16992723.56,Raft Slab,852.0563361656317
1,303x720,Black Cotton,80,#2c3e50,8,6.6105879631830575,1166,0.5,2400.0,33.25,1278.08,102246.76,2028.08,16992723.56,Raft Slab,852.0563361656317
1,303x720,Black Cotton,80,#2c3e50,8,3.2085266191220225,1162,0.5,2400.0,66.62,1278.08,102246.76,2028.08,17000313.56,Raft Slab,852.0563361656317
1,303x720,Black Cotton,80,#2c3e50,8,4.818349566678977,810,0.5,2400.0,50.83,1278.08,102246.76,2028.08,17000313.56,Raft Slab,852.0563361656317
1,303x720,Black Cotton,80,#2c3e50,8,3.790199009368573,1065,0.5,2400.0,60.92,1278.08,102246.76,2028.08,17000313.56,Raft Slab,852.0563361656317
1,303x720,Anomaly Pocket,550,#c0392b,55,6.190227641713972,994,2.27,2400.0,37.37,464.76,37180.64,1214.76,6427069.02,Isolated Pad,309.83866769659335
1,303x720,Black Cotton,80,#2c3e50,8,3.7116874114852574,1542,0.5,2400.0,61.69,1278.08,102246.76,2028.08,17007903.56,Raft Slab,852.0563361656317
1,303x720,Black Cotton,80,#2c3e50,8,3.603923217216612,1042,0.5,2400.0,62.75,1278.08,102246.76,2028.08,17007903.56,Raft Slab,852.0563361656317
1,303x720,Anomaly Pocket,550,#c0392b,55,6.547048613129849,1466,2.27,2400.0,33.87,464.76,37180.64,1214.76,6434659.02,Isolated Pad,309.83866769659335
1,303x720,Black Cotton,80,#2c3e50,8,7.245252115345165,1577,0.5,2400.0,27.02,1278.08,102246.76,2028.08,17007903.56,Raft Slab,852.0563361656317
2,669x761,Anomaly Pocket,550,#c0392b,55,1.8676311206982157,1483,3.94,7200.0,79.78,2414.95,193196.27,4664.95,32297499.4,Isolated Pad,536.6563145999495
2,669x761,Murum,250,#d35400,25,7.002484892994284,1277,0.89,7200.0,29.41,4528.04,362243.01,6778.04,59767594.51,Standard Slab,1006.2305898749053
2,669x761,Murum,250,#d35400,25,5.7867582350800975,1130,0.89,7200.0,41.33,4528.04,362243.01,6778.04,59767594.51,Standard Slab,1006.2305898749053
2,669x761,Hard Rock,600,#7f8c8d,60,3.19210456583665,1351,0.64,7200.0,66.79,2414.95,193196.27,4664.95,32297499.4,Isolated Pad,536.6563145999495
2,669x761,Hard Rock,600,#7f8c8d,60,4.639784693906908,1503,0.64,7200.0,52.58,2414.95,193196.27,4664.95,32297499.4,Isolated Pad,536.6563145999495
2,669x761,Murum,250,#d35400,25,2.3370652121645534,1371,0.89,7200.0,75.17,4528.04,362243.01,6778.04,59777944.51,Standard Slab,1006.2305898749053
2,669x761,Murum,250,#d35400,25,2.9104784765016687,1085,0.89,7200.0,69.55,4528.04,362243.01,6778.04,59777944.51,Standard Slab,1006.2305898749053
2,669x761,Murum,250,#d35400,25,6.04277689113708,1487,0.89,7200.0,38.82,4528.04,362243.01,6778.04,59777944.51,Standard Slab,1006.2305898749053
2,669x761,Hard Rock,600,#7f8c8d,60,5.0493759505975016,822,0.64,7200.0,48.57,2414.95,193196.27,4664.95,32307849.4,Isolated Pad,536.6563145999495
2,669x761,Hard Rock,600,#7f8c8d,60,1.9922273051092079,916,0.64,7200.0,78.56,2414.95,193196.27,4664.95,32307849.4,Isolated Pad,536.6563145999495
2,669x761,Murum,250,#d35400,25,5.17887199811151,1345,0.89,7200.0,47.3,4528.04,362243.01,6778.04,59788294.51,Standard Slab,1006.2305898749053
2,669x761,Murum,250,#d35400,25,6.593570699744103,1385,0.89,7200.0,33.42,4528.04,362243.01,6778.04,59788294.51,Standard Slab,1006.2305898749053
2,669x761,Murum,250,#d35400,25,5.592723397200279,1437,0.89,7200.0,43.24,4528.04,362243.01,6778.04,59788294.51,Standard Slab,1006.2305898749053
2,669x761,Hard Rock,600,#7f8c8d,60,4.031458276869201,1558,0.64,7200.0,58.55,2414.95,193196.27,4664.95,32318199.4,Isolated Pad,536.6563145999495
2,669x761,Hard Rock,600,#7f8c8d,60,4.483755279466453,1516,0.64,7200.0,54.11,2414.95,193196.27,4664.95,32318199.4,Isolated Pad,536.6563145999495
2,669x761,Murum,250,#d35400,25,3.2722361703230876,965,0.89,7200.0,66.0,4528.04,362243.01,6778.04,59798644.51,Standard Slab,1006.2305898749053
2,669x761,Murum,250,#d35400,25,3.4200812093999766,1530,0.89,7200.0,64.55,4528.04,362243.01,6778.04,59798644.51,Standard Slab,1006.2305898749053
2,669x761,Murum,250,#d35400,25,3.752714275744242,862,0.89,7200.0,61.29,4528.04,362243.01,6778.04,59798644.51,Standard Slab,1006.2305898749053
2,669x761,Anomaly Pocket,75,#c0392b,7,7.2980285652975825,849,0.54,7200.0,26.51,6641.12,531289.75,8891.12,87268739.61,Raft Slab,1475.8048651498611
2,669x761,Anomaly Pocket,550,#c0392b,55,6.2656593003140815,1255,3.94,7200.0,36.63,2414.95,193196.27,4664.95,32328549.4,Isolated Pad,536.6563145999495
2,669x761,Black Cotton,80,#2c3e50,8,4.05131326365159,1497,0.86,7200.0,58.36,6641.12,531289.75,8891.12,87279089.61,Raft Slab,1475.8048651498611
2,669x761,Black Cotton,80,#2c3e50,8,5.620083208397861,1409,0.86,7200.0,42.97,6641.12,531289.75,8891.12,87279089.61,Raft Slab,1475.8048651498611
2,669x761,Black Cotton,80,#2c3e50,8,5.312913619307735,1411,0.86,7200.0,45.98,6641.12,531289.75,8891.12,87279089.61,Raft Slab,1475.8048651498611
2,669x761,Hard Rock,600,#7f8c8d,60,6.58773483731291,1239,0.64,7200.0,33.47,2414.95,193196.27,4664.95,32338899.4,Isolated Pad,536.6563145999495
2,669x761,Hard Rock,600,#7f8c8d,60,1.8642090777206934,1116,0.64,7200.0,79.81,2414.95,193196.27,4664.95,32338899.4,Isolated Pad,536.6563145999495
